date,policy_type,start_stop,comments,total_phases,state
2020-09-04,phase 2,stop,Policy_Details: Governor Brown extended a previous state of emergency order.   Source information: https://www.oregon.gov/gov/Documents/executive_orders/eo_20-30.pdf,,OR
2020-08-28,entertainment,stop,Policy_Details: recreational or entertainment businesses and historical/cultural establishments that are not venues of assembly may conduct indoor and outdoor operations subject to a capacity limit of up to 66% or 1 person per 100 sq. ft.    Source information: https://governor.ri.gov/documents/orders/Executive-Order-20-58.pdf,3.0,RI
2020-08-01,phase 4,start,"Policy_Details: PHASE 4: Blaine, Custer, Garfield, Greeley, Howard, Loup, Sherman, Valley, Wheeler, Antelope, Boyd, Brown, Cherry, Holt, Keya Paha, Knox, Pierce, Rock, Chase, Dundy, Frontier, Furnas, Hayes, Hitchcock, Keith, Perkins, Red Willow

ALL OTHER COUNTIES REMAIN IN PHASE 3   Source information: http://dhhs.ne.gov/Documents/COVID-19-Outline-of-Changes-to-Upcoming-DHMs-Phase-IV.pdf",4.0,NE
2020-05-09,non-essential businesses,start,"Policy_Details: ""All businesses and employers are encouraged to adopt and/or take the following
actions:
Businesses should encourage customers to wear FACE COVERINGS.
Continue to encourage TELEWORK, whenever possible and feasible with business operations.
If possible, have employees RETURN TO WORK IN PHASES.
CLOSE COMMON AREAS where personnel are likely to congregate and interact, or enforce strict social
distancing protocols.
Follow guidance from the NEVADA LABOR COMMISSIONER regarding sick leave policies.
Strongly consider SPECIAL ACCOMMODATIONS for employees who are members of a vulnerable
population.
Consider encouraging employees to do a SELF-ASSESSMENT each day in order to check if they have
any COVID-19 type symptoms (fever, cough or shortness of breath).
Remind employees to STAY HOME WHEN SICK, use cough and sneeze etiquette, and practice hand
hygiene.
Frequently perform enhanced ENVIRONMENTAL CLEANING of commonly touched surfaces.
Social Distancing & Sanitation Practices in Businesses - All businesses should consider proactive
measures to help protect staff and customers, including but not limited to:
• Implementing separate operating hours for the elderly and vulnerable customers.
• Designating with signage, tape or by other means, six feet of spacing for employees, customers,
clients or members to maintain appropriate distance.
• Having hand sanitizer, and sanitizing products, readily available for employees and customers.""   Source information: https://nvhealthresponse.nv.gov/wp-content/uploads/2020/05/Declaration-of-Emergency-Directive-018.Phase-1-Reopening.5-7-20-1.pdf",,NV
2020-05-22,phase 3,start,"Policy_Details: - All businesses can open - All houses of worship can open - Libraries and museums can open - All recreational activities can open - All sports activities can open Phase Level: 3, Phase Details Source information: https://covid19.alaska.gov/wp-content/uploads/2020/05/05212020-Phase-III-IV-Guidance.pdf",,AK
2020-05-15,entertainment,start,"Policy_Details: ""Restaurants and bars must:
Ensure tables are spaced at least six (6) feet apart so that at least six (6) feet between parties is maintained, including when customers approach or leave tables
Require all employees to wear cloth face or disposable coverings (provided by the employer)
End all on-site consumption of food and drinks by 10pm      Personal care services (salons, barber shops, massage, etc.) must:
Make appointments with pre-appointment health check
Maintain a customer log
Maintain Six feet physical distancing between clients
Remove all magazines, newspapers, snacks and beverages from waiting areas
Require face coverings by employees and clients (depending on the services provided)     Gyms/ fitness must:
Limit maximum number of customers accordingly
Enforce physical distancing & sanitation""   Source information: https://govstatus.egov.com/reopening-oregon#phase1",,OR
2020-05-15,entertainment,start,"Policy_Details: Currently open: Grocery stores, pharmacies, banks and credit unions, and gas stations are all open.
Restaurants are open for take-out service only.
Stand alone retail operations are open provided they meet required safety and physical distancing guidelines. Indoor and outdoor malls are closed.
Local outdoor recreation activities are open, including many state parks.
Non-emergency medical care, dentist offices and veterinary care are open and operating, provided they meet required safety guidelines.
Local cultural, civic and faith gatherings are allowed for up to 25 people provided physical distancing can be in place.
Local social gatherings over 10 people are prohibited and those under 10 people must use physical distancing.
Personal care services such as salons and barbers, as well as gyms, are closed.
Child care is open under certain restrictions, with priority placements for children of health care workers, first responders, and frontline workers.
Public transit is open under certain restrictions, and must be sanitized often and enforce 3 feet of space between passengers.
Overnight camps are not permitted. Day camps are open with restrictions, including maximum stable groups of 10 or fewer children.
For summer school, limited in-person, small group instruction and/or summer programming is allowed, with certain restrictions.
 Phase Level: 1, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase1",,OR
2020-06-01,outdoor and recreation,start,"Policy_Details: movie theaters, swimming pools, gyms and fitness centers were allowed to reopen Phase Level: 2, Phase Details Source information: https://www.washingtonpost.com/graphics/2020/national/states-reopening-coronavirus-map/",,KY
2020-08-16,phase 2,start,"Policy_Details: *Georgia does not have phase numbers associated with restrictions/orders. Governor Brian Kemp signed Executive Order on August 15th to extend/amend the Empowering a Healthy Georgia order for another two weeks since the most recent order from the beginning of August that expired August 15th . The order is comprehensive and outlines the restrictions/reopening of different business types as well as limits on gatherings and requirements for businesses. Local governments in Georgia previously could not mandate face coverings, as noted in the previous order, but now are able to on a limited basis require them on government property when threshold met in a county (100+ cases per 100,000 people in previous 14 days). Face coverings are otherwise strongly encouraged.   Source information: https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders",,GA
2020-07-20,phase 3,start,Policy_Details: gatherings not to extend past 10 people    Source information: https://www.governor.wa.gov/sites/default/files/Memo%20SafeStart%20Changes%207.28.pdf,,WA
2020-05-01,non-essential businesses,start,"Policy_Details: auto dealerships, car washes, barbershops, hair salons, pet grooming open
 Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",3.0,ME
2020-05-26,entertainment,start,"Policy_Details: Gov't Justice   Source information: https://governor.wv.gov/News/press-releases/2020/Pages/COVID-19-UPDATE-Gov.-Justice-announces-schedule-for-additional-reopenings-including-malls,-bars,-casinos,-and-more.aspx",,WV
2020-04-04,shelter in place,start,State Policy Start,,AL
2020-03-26,entertainment,start,"Policy_Details: indoor & outdoor events & entertainment (i.e. bowling alleys, movie theaters, arcades, theaters, festivals, concerts, etc.)  closed 
 Phase Level: Shelter in Place, Phase Details Source information: https://mn.gov/covid19/for-minnesotans/stay-safe-mn/stay-safe-plan.jsp",4.0,MN
2020-06-15,manufacturing,start,"Policy_Details: Outdoor dining (beginning on June 15)
Limited in-person retail (beginning on June 15)
Hair salons and barber shops (beginning on June 22)
Youth summer programs (beginning on July 6)
In-person clinical research/labs
Limited fitness/gyms
Limited in-person government services (e.g. – Motor Vehicle Commission)
Museums/libraries Phase Level: 2, Phase Details Source information: https://covid19.nj.gov/faqs/nj-information/general-public/how-does-new-jersey-plan-to-lift-restrictions-what-does-a-responsible-and-strategic-restart-of-new-jerseys-economy-look-like",,NJ
2020-06-16,non-essential businesses,start,Policy_Details: Restaurants / Food Services & Personal Care mat reopen   Source information: https://forward.ny.gov/phase-three-industries,,NY
2020-06-29,phase 3,start,"Policy_Details: Governor Carney has delayed Delaware entering Phase 3 which was originally scheduled for June 29  Phase Level: 3, Phase Details Source information: https://news.delaware.gov/2020/06/25/statement-governor-carney-announces-delay-in-phase-3-of-economic-reopening/",,DE
2020-09-25,phase 3,start,"Policy_Details: Governor Ron Desantis issued Executive Order 20-244: Phase 3, Right to Work, Business Certainty and Suspension of Fines.  This order states that no COVID-19 emergency ordinance may prevent an individual from working or from operating a business (consistent with Executive Order 20-92).  The order also suspends the collection of fines and penalties associated with COVID-19 enforced upon individuals.    Source information: https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-244.pdf",,FL
2020-05-30,entertainment,start,"Policy_Details: Mandatory social distancing.
Schools: CLOSED
All other businesses: 50% capacity or up to 10 people. Phase Level: 2, Phase Details Source information: https://www.ghs.guam.gov/jic-release-no-115-governor-signs-executive-order-2020-14-guam-pcor-2-sunday-pandemic-condition",4.0,GU
